,Engine CC
1590,1408.055556
1591,1279.695652
1592,1623.793103
1593,1196.0
1594,1480.575
1595,1397.8
1596,1743.44186
1597,1723.0
1598,1596.92
1599,1835.846154
1600,2283.112903
1601,1677.949153
1602,1650.205128
1603,1698.64
1604,1711.571429
1605,1847.666667
1606,1366.294118
1607,1498.0
1608,1873.261538
1609,2083.523077
1610,1920.026316
1611,1424.666667
1612,2979.0
1613,2425.428571
1614,1367.272727
1615,1292.352941
1616,2043.820513
1617,1536.0
1618,2598.818182
1619,1994.0
1620,1364.0
1621,2151.647059
1622,1472.826087
1623,1933.021739
1624,1699.119048
1625,2261.193548
1626,1963.666667
1627,1205.192982
1628,1136.692308
1629,1855.0
1630,1796.6
1631,1998.0
1632,1718.571429
1633,2521.092437
1634,1928.714286
1635,2790.454545
1636,1498.25
1637,1971.163636
1638,1470.909091
1639,1310.0
1640,1615.370787
1641,2095.185185
1642,1180.545455
1643,2106.5
1644,1462.3625
1645,2011.555556
1646,1475.0
1647,3041.0
1648,1424.857143
1649,1905.631579
1650,1853.9
1651,998.0
1652,998.0
1653,1683.607843
1654,1921.46789
1655,1095.777778
1656,1774.8125
1657,998.0
1658,2934.631579
1659,1382.75
1660,1479.0
1661,2994.666667
1662,2178.192308
1663,1805.924528
1664,1757.6
1665,1861.833333
1666,1452.0
1667,1528.807692
1668,1891.588235
1669,2876.0
1670,1374.046512
1671,935.625
1672,1729.333333
1673,1028.923077
1674,2031.469388
1675,2748.333333
1676,1496.0
1677,2813.0
1678,1348.285714
1679,1515.282051
1680,998.0
1681,1837.363636
1682,1854.2
1683,1791.230769
1684,1820.65625
1685,1798.0
1686,1518.0
1687,2719.842105
1688,996.0
1689,1108.0
1690,1186.333333
1691,1969.0
1692,1090.4
1693,3005.4
1694,2081.375
1695,1482.5
1696,1615.333333
1697,1982.756098
1698,998.0
1699,1372.666667
1700,1794.0
1701,1430.75
1702,1466.307692
1703,3071.0
1704,1703.153846
1705,1773.7
1706,1969.0
1707,1373.75
1708,1506.5
1709,2106.5
1710,1802.774194
1711,1298.666667
1712,2396.4
1713,1634.2
1714,2222.710526
1715,2242.636364
1716,2239.666667
1717,1797.4
1718,850.2727273
1719,1746.944444
1720,1197.0
1721,1754.4
1722,2208.090909
1723,5000.0
1724,2294.764706
1725,2778.0
1726,2048.666667
1727,1308.285714
1728,2998.0
1729,1886.555556
1730,1950.90625
1731,1986.766667
1732,2697.368421
1733,1773.0
1734,2238.631579
1735,1995.0
1736,1391.023256
1737,2316.0
1738,868.3333333
1739,2084.37931
1740,1774.778947
1741,2234.4
1742,592.5625
1743,1545.428571
1744,1755.75
1745,1460.795455
1746,3999.0
1747,1242.0
1748,335.0
1749,1599.0
1750,1406.0
1751,2548.833333
1752,6208.0
1753,1709.538462
1754,1817.315789
1755,1387.621622
1756,2323.9375
1757,1534.392857
1758,1384.0
1759,1596.92
1760,1753.0
1761,1587.222222
1762,2284.133333
1763,1448.6
1764,1183.25
1765,2967.0
1766,1597.0
1767,1523.741935
1768,1624.769231
1769,1498.0
1770,1353.363636
1771,1622.681818
1772,1495.0
1773,2247.333333
1774,2093.021739
1775,2972.307692
1776,1997.0
1777,1052.272727
1778,1324.357143
1779,1832.888889
1780,1914.714286
1781,1586.0
1782,899.0
1783,1740.0
1784,679.0
1785,2526.5
1786,2304.97561
1787,1836.5
1788,1336.666667
1789,1523.333333
1790,1612.928571
1791,2362.0
1792,1836.875
1793,1592.0
1794,2979.0
1795,1995.0
1796,2488.0
1797,1981.818182
1798,2336.52
1799,1741.0
1800,2976.333333
1801,3295.0
1802,2174.037037
1803,1663.928571
1804,2027.833333
1805,2053.0
1806,2117.6
1807,1428.4
1808,1938.0
1809,2981.0
1810,160.0
1811,1817.315789
1812,2019.75
1813,2050.333333
1814,1405.0
1815,1997.0
1816,1998.0
1817,1730.0
1818,2127.333333
1819,1908.166667
1820,1750.615385
1821,1363.5
1822,2085.055556
1823,5577.8
1824,2313.666667
1825,1272.4375
1826,3498.0
1827,958.6
1828,1407.333333
1829,2588.6
1830,1655.741935
1831,1997.142857
1832,1984.0
1833,1152.888889
1834,1695.0
1835,4123.5
1836,1594.0
1837,2458.909091
1838,1742.6
1839,698.0
1840,1911.75
1841,1972.8125
1842,2315.0
1843,1645.133333
1844,3071.0
1845,2245.6
1846,1775.777778
1847,2116.0
1848,2326.358974
1849,2344.0
1850,1827.8
1851,1144.8
1852,2696.5
1853,1721.5
1854,2309.0
1855,3764.333333
1856,1324.0
1857,2126.8
1858,1330.4
1859,1998.0
1860,1642.875
1861,2734.5
1862,2331.333333
1863,2634.222222
1864,3100.333333
1865,2276.0
1866,1833.0
1867,0.0
1868,3199.0
1869,2244.0
1870,1864.8
1871,2998.0
1872,2048.538462
1873,1498.0
1874,2953.588235
1875,996.0
1876,5341.0
1877,1781.0
1878,1541.5
1879,1344.823529
1880,5935.0
1881,1891.7
1882,4395.0
1883,1431.333333
1884,2254.0
1885,2378.0
1886,2521.092437
1887,1998.0
1888,2460.75
1889,3740.0
1890,2349.08
1891,998.0
1892,1593.111111
1893,1980.634146
1894,2309.340426
1895,1824.428571
1896,1936.6
1897,1932.153846
1898,1586.0
1899,2393.0
1900,1594.0
1901,1337.714286
1902,1289.0
1903,3228.0
1904,3498.0
1905,2309.340426
1906,3344.75
1907,3358.666667
1908,2614.0
1909,3377.444444
1910,1707.125
1911,1343.0
1912,1298.0
1913,2555.285714
1914,285.0
1915,3106.666667
1916,1696.428571
1917,2679.285714
1918,1968.0
1919,1549.8
1920,2167.5
1921,2457.555556
1922,1339.0
1923,2328.333333
1924,2417.875
1925,1696.428571
1926,2768.511628
1927,2308.285714
1928,1446.125
1929,2211.071429
1930,1497.0
1931,3196.555556
1932,3456.0
1933,1764.0
1934,5733.0
1935,2129.0
1936,2345.1
1937,4493.5
1938,2755.571429
1939,4089.923077
1940,3640.2
1941,4857.0
1942,4988.0
1943,1574.428571
1944,4308.0
1945,1962.058824
1946,989.0
1947,1329.0
1948,4957.0
1949,2981.0
1950,2287.6
1951,1590.0
1952,1817.315789
1953,1304.0
1954,3800.5
1955,2376.75
1956,1996.684211
1957,1166.142857
1958,1497.169492
1959,1537.406593
1960,1219.653846
1961,1998.5
1962,1631.5
1963,1995.777778
1964,1279.695652
1965,1623.793103
1966,1408.055556
1967,1196.0
1968,1480.575
1969,1650.205128
1970,1743.44186
1971,1397.8
1972,1723.0
1973,1835.846154
1974,1596.92
1975,1698.64
1976,2283.112903
1977,1677.949153
1978,1366.294118
1979,1847.666667
1980,1920.026316
1981,1367.272727
1982,1711.571429
1983,1994.0
1984,2083.523077
1985,2043.820513
1986,1873.261538
1987,2979.0
1988,2425.428571
1989,1498.0
1990,1424.666667
1991,1292.352941
1992,1933.021739
1993,2598.818182
1994,2151.647059
1995,1364.0
1996,2261.193548
1997,1699.119048
1998,1205.192982
1999,1472.826087
2000,1536.0
2001,1963.666667
2002,1855.0
2003,1136.692308
2004,1718.571429
2005,1928.714286
2006,1998.0
2007,2521.092437
2008,1310.0
2009,1971.163636
2010,2790.454545
2011,1498.25
2012,1796.6
2013,2106.5
2014,1615.370787
2015,1470.909091
2016,1683.607843
2017,1180.545455
2018,2095.185185
2019,1475.0
2020,1853.9
2021,2011.555556
2022,3041.0
2023,1424.857143
2024,1479.0
2025,1921.46789
2026,1462.3625
2027,2934.631579
2028,1791.230769
2029,1861.833333
2030,1382.75
2031,1774.8125
2032,1757.6
2033,1905.631579
2034,935.625
2035,1891.588235
2036,1729.333333
2037,2994.666667
2038,1805.924528
2039,2813.0
2040,1518.0
2041,1452.0
2042,2031.469388
2043,2876.0
2044,998.0
2045,2178.192308
2046,2748.333333
2047,1374.046512
2048,1095.777778
2049,1798.0
2050,1982.756098
2051,1528.807692
2052,998.0
2053,998.0
2054,1837.363636
2055,1430.75
2056,1615.333333
2057,1854.2
2058,1703.153846
2059,1108.0
2060,2081.375
2061,2719.842105
2062,1090.4
2063,1028.923077
2064,1969.0
2065,998.0
2066,3005.4
2067,1794.0
2068,1506.5
2069,1773.0
2070,1773.7
2071,996.0
2072,1496.0
2073,2208.090909
2074,1372.666667
2075,1242.0
2076,2294.764706
2077,1373.75
2078,1466.307692
2079,1515.282051
2080,3071.0
2081,1950.90625
2082,1348.285714
2083,2239.666667
2084,1308.285714
2085,1802.774194
2086,1197.0
2087,1754.4
2088,2222.710526
2089,1969.0
2090,2316.0
2091,1746.944444
2092,2998.0
2093,2242.636364
2094,2396.4
2095,1298.666667
2096,2697.368421
2097,1820.65625
2098,5000.0
2099,868.3333333
2100,1634.2
2101,1986.766667
2102,2238.631579
2103,2048.666667
2104,2084.37931
2105,2234.4
2106,2778.0
2107,1995.0
2108,2284.133333
2109,2106.5
2110,335.0
2111,1832.888889
2112,3999.0
2113,1391.023256
2114,1797.4
2115,2247.333333
2116,1406.0
2117,2548.833333
2118,850.2727273
2119,899.0
2120,1599.0
2121,1755.75
2122,1384.0
2123,1836.5
2124,1817.315789
2125,1774.778947
2126,6208.0
2127,1886.555556
2128,1753.0
2129,1597.0
2130,1709.538462
2131,1498.0
2132,2323.9375
2133,2972.307692
2134,1534.392857
2135,1545.428571
2136,1836.875
2137,1183.25
2138,1324.357143
2139,1596.92
2140,1523.741935
2141,1624.769231
2142,1186.333333
2143,2526.5
2144,2336.52
2145,1741.0
2146,1587.222222
2147,1495.0
2148,2967.0
2149,592.5625
2150,1353.363636
2151,679.0
2152,1995.0
2153,2362.0
2154,1523.333333
2155,1482.5
2156,1622.681818
2157,1914.714286
2158,1817.315789
2159,1460.795455
2160,2304.97561
2161,2050.333333
2162,2979.0
2163,1908.166667
2164,1740.0
2165,1586.0
2166,1428.4
2167,2127.333333
2168,1645.133333
2169,2019.75
2170,1363.5
2171,3295.0
2172,2117.6
2173,1938.0
2174,2458.909091
2175,1592.0
2176,1612.928571
2177,2027.833333
2178,2053.0
2179,1655.741935
2180,1336.666667
2181,1730.0
2182,1405.0
2183,160.0
2184,2981.0
2185,1998.0
2186,2174.037037
2187,1448.6
2188,1997.142857
2189,2326.358974
2190,1997.0
2191,2976.333333
2192,1594.0
2193,5577.8
2194,3498.0
2195,1695.0
2196,2093.021739
2197,1407.333333
2198,1642.875
2199,1324.0
2200,2245.6
2201,1984.0
2202,1498.0
2203,698.0
2204,998.0
2205,1721.5
2206,1998.0
2207,2344.0
2208,2315.0
2209,2116.0
2210,1742.6
2211,2588.6
2212,1997.0
2213,2085.055556
2214,4123.5
2215,1272.4375
2216,1541.5
2217,1891.7
2218,2244.0
2219,1827.8
2220,1981.818182
2221,1911.75
2222,1972.8125
2223,1387.621622
2224,1593.111111
2225,2634.222222
2226,2309.0
2227,958.6
2228,2696.5
2229,2734.5
2230,0.0
2231,3071.0
2232,1824.428571
2233,2998.0
2234,1431.333333
2235,1775.777778
2236,1337.714286
2237,2521.092437
2238,2349.08
2239,1781.0
2240,2953.588235
2241,1864.8
2242,1833.0
2243,3100.333333
2244,3764.333333
2245,1289.0
2246,1932.153846
2247,3199.0
2248,2126.8
2249,1663.928571
2250,2254.0
2251,1936.6
2252,1980.634146
2253,1344.823529
2254,4395.0
2255,998.0
2256,1750.615385
2257,2331.333333
2258,1594.0
2259,5935.0
2260,2309.340426
2261,5341.0
2262,3740.0
2263,2393.0
2264,2313.666667
2265,2378.0
2266,1446.125
2267,1696.428571
2268,1998.0
2269,2488.0
2270,2276.0
2271,2555.285714
2272,1764.0
2273,3358.666667
2274,3228.0
2275,2614.0
2276,1707.125
2277,1343.0
2278,1696.428571
2279,1586.0
2280,2328.333333
2281,1549.8
2282,2211.071429
2283,2457.555556
2284,3498.0
2285,3377.444444
2286,1298.0
2287,1144.8
2288,2309.340426
2289,1497.0
2290,2768.511628
2291,2345.1
2292,1996.684211
2293,2460.75
2294,2755.571429
2295,2129.0
2296,5733.0
2297,989.0
2298,1968.0
2299,1817.315789
2300,4988.0
2301,2417.875
2302,3456.0
2303,2679.285714
2304,1974.0
2305,1590.0
2306,3640.2
2307,1574.428571
2308,3106.666667
2309,4957.0
2310,4308.0
2311,1962.058824
2312,1182.4
2313,3800.5
2314,3196.555556
2315,2376.75
2316,4493.5
2317,2995.0
2318,1325.0
2319,3586.0
2320,4089.923077
2321,1166.142857
2322,1497.169492
2323,1537.406593
2324,1219.653846
2325,1998.5
2326,1631.5
2327,1995.777778
2328,1279.695652
2329,1623.793103
2330,1408.055556
2331,1196.0
2332,1650.205128
2333,1480.575
2334,1698.64
2335,1743.44186
2336,1397.8
2337,1366.294118
2338,1723.0
2339,1835.846154
2340,1677.949153
2341,1596.92
2342,1994.0
2343,2283.112903
2344,1920.026316
2345,1847.666667
2346,1367.272727
2347,2043.820513
2348,2425.428571
2349,2979.0
2350,2083.523077
2351,1873.261538
2352,1933.021739
2353,1711.571429
2354,2151.647059
2355,2598.818182
2356,1292.352941
2357,1498.0
2358,1424.666667
2359,2261.193548
2360,1364.0
2361,1699.119048
2362,1205.192982
2363,1855.0
2364,1928.714286
2365,1963.666667
2366,1136.692308
2367,1718.571429
2368,1310.0
2369,1472.826087
2370,2521.092437
2371,1998.0
2372,1971.163636
2373,1683.607843
2374,2790.454545
2375,2106.5
2376,1498.25
2377,1479.0
2378,1791.230769
2379,1853.9
2380,1475.0
2381,1615.370787
2382,1921.46789
2383,1536.0
2384,1470.909091
2385,3041.0
2386,1180.545455
2387,2011.555556
2388,2095.185185
2389,1982.756098
2390,1861.833333
2391,1430.75
2392,1518.0
2393,1424.857143
2394,2934.631579
2395,1703.153846
2396,1757.6
2397,935.625
2398,2813.0
2399,1796.6
2400,1729.333333
2401,1891.588235
2402,1615.333333
2403,1382.75
2404,1805.924528
2405,1798.0
2406,1773.0
2407,1774.8125
2408,2031.469388
2409,1452.0
2410,2994.666667
2411,2876.0
2412,1108.0
2413,1837.363636
2414,2748.333333
2415,1242.0
2416,1905.631579
2417,1854.2
2418,2081.375
2419,1462.3625
2420,1374.046512
2421,1506.5
2422,1090.4
2423,1095.777778
2424,1794.0
2425,998.0
2426,1773.7
2427,2208.090909
2428,2178.192308
2429,2719.842105
2430,1950.90625
2431,1528.807692
2432,2294.764706
2433,1969.0
2434,3005.4
2435,996.0
2436,998.0
2437,998.0
2438,2316.0
2439,2239.666667
2440,1466.307692
2441,1372.666667
2442,1373.75
2443,1832.888889
2444,1308.285714
2445,998.0
2446,3071.0
2447,1836.5
2448,2284.133333
2449,1802.774194
2450,1754.4
2451,2247.333333
2452,2998.0
2453,2697.368421
2454,1197.0
2455,868.3333333
2456,2222.710526
2457,1746.944444
2458,899.0
2459,2242.636364
2460,5000.0
2461,1969.0
2462,2084.37931
2463,2234.4
2464,1028.923077
2465,1986.766667
2466,2238.631579
2467,1634.2
2468,335.0
2469,2396.4
2470,1995.0
2471,2048.666667
2472,1836.875
2473,2972.307692
2474,1406.0
2475,2548.833333
2476,1298.666667
2477,3999.0
2478,1384.0
2479,1391.023256
2480,2336.52
2481,2778.0
2482,1496.0
2483,1348.285714
2484,1817.315789
2485,1741.0
2486,1753.0
2487,1599.0
2488,1498.0
2489,1324.357143
2490,6208.0
2491,1645.133333
2492,1597.0
2493,2526.5
2494,1755.75
2495,2106.5
2496,1515.282051
2497,2323.9375
2498,1534.392857
2499,1995.0
2500,1709.538462
2501,1797.4
2502,1774.778947
2503,2458.909091
2504,2050.333333
2505,1817.315789
2506,2362.0
2507,850.2727273
2508,1495.0
2509,1523.741935
2510,1624.769231
2511,679.0
2512,1908.166667
2513,1596.92
2514,1183.25
2515,2326.358974
2516,1523.333333
2517,2127.333333
2518,1363.5
2519,2967.0
2520,1545.428571
2521,1820.65625
2522,1642.875
2523,1498.0
2524,2019.75
2525,1655.741935
2526,1428.4
2527,1353.363636
2528,1886.555556
2529,1938.0
2530,2304.97561
2531,1587.222222
2532,2117.6
2533,1730.0
2534,1324.0
2535,1593.111111
2536,1998.0
2537,1405.0
2538,2979.0
2539,3295.0
2540,1997.142857
2541,1914.714286
2542,160.0
2543,1891.7
2544,2027.833333
2545,2245.6
2546,1592.0
2547,2053.0
2548,1594.0
2549,2981.0
2550,1541.5
2551,1997.0
2552,1622.681818
2553,1998.0
2554,2244.0
2555,1337.714286
2556,1721.5
2557,1612.928571
2558,1695.0
2559,592.5625
2560,1824.428571
2561,2174.037037
2562,2116.0
2563,1407.333333
2564,1289.0
2565,2344.0
2566,3498.0
2567,1740.0
2568,1586.0
2569,698.0
2570,2521.092437
2571,2349.08
2572,5577.8
2573,1336.666667
2574,1984.0
2575,2634.222222
2576,2315.0
2577,1827.8
2578,1932.153846
2579,2976.333333
2580,2998.0
2581,2734.5
2582,1742.6
2583,2309.0
2584,1431.333333
2585,0.0
2586,1446.125
2587,1781.0
2588,1936.6
2589,2953.588235
2590,1864.8
2591,2696.5
2592,1980.634146
2593,2588.6
2594,1594.0
2595,4123.5
2596,1764.0
2597,1833.0
2598,2085.055556
2599,3764.333333
2600,2254.0
2601,1972.8125
2602,3100.333333
2603,998.0
2604,3199.0
2605,1911.75
2606,1460.795455
2607,1696.428571
2608,2126.8
2609,2393.0
2610,4395.0
2611,2309.340426
2612,3071.0
2613,1344.823529
2614,2555.285714
2615,1750.615385
2616,1272.4375
2617,1775.777778
2618,3740.0
2619,1996.684211
2620,2211.071429
2621,2093.021739
2622,1696.428571
2623,3358.666667
2624,5935.0
2625,2328.333333
2626,1998.0
2627,2331.333333
2628,5341.0
2629,2378.0
2630,3228.0
2631,2345.1
2632,2614.0
2633,1343.0
2634,2457.555556
2635,1707.125
2636,1549.8
2637,1448.6
2638,2755.571429
2639,2768.511628
2640,1497.0
2641,1974.0
2642,1817.315789
2643,1759.190476
2644,1182.4
2645,1298.0
2646,3498.0
2647,989.0
2648,5733.0
2649,2276.0
2650,4988.0
2651,2129.0
2652,2309.340426
2653,3377.444444
2654,1590.0
2655,4957.0
2656,1482.5
2657,1325.0
2658,1586.0
2659,1981.818182
2660,1574.428571
2661,2016.777778
2662,2995.0
2663,3800.5
2664,1747.0
2665,2181.2
2666,1387.621622
2667,2376.75
2668,3586.0
2669,3456.0
2670,1962.058824
2671,3640.2
2672,1998.0
2673,4308.0
2674,1166.142857
2675,1497.169492
2676,1998.5
2677,1537.406593
2678,1219.653846
2679,1631.5
2680,1279.695652
2681,1995.777778
2682,1650.205128
2683,1623.793103
2684,1408.055556
2685,1196.0
2686,1480.575
2687,1698.64
2688,1994.0
2689,1366.294118
2690,1743.44186
2691,1677.949153
2692,1835.846154
2693,1920.026316
2694,1596.92
2695,1397.8
2696,1723.0
2697,1367.272727
2698,2283.112903
2699,2043.820513
2700,1847.666667
2701,1933.021739
2702,2425.428571
2703,2979.0
2704,2083.523077
2705,1873.261538
2706,2151.647059
2707,2598.818182
2708,1711.571429
2709,1292.352941
2710,1424.666667
2711,2261.193548
2712,1498.0
2713,1205.192982
2714,1855.0
2715,1364.0
2716,1699.119048
2717,1928.714286
2718,1310.0
2719,1683.607843
2720,1791.230769
2721,1136.692308
2722,1718.571429
2723,1963.666667
2724,1430.75
2725,1479.0
2726,1971.163636
2727,2521.092437
2728,1982.756098
2729,2106.5
2730,2790.454545
2731,1853.9
2732,1703.153846
2733,1998.0
2734,1773.0
2735,1921.46789
2736,1518.0
2737,1475.0
2738,1498.25
2739,1615.333333
2740,1472.826087
2741,1861.833333
2742,1242.0
2743,1615.370787
2744,3041.0
2745,2813.0
2746,935.625
2747,1729.333333
2748,1757.6
2749,2934.631579
2750,1891.588235
2751,1798.0
2752,2011.555556
2753,1180.545455
2754,1470.909091
2755,2095.185185
2756,1424.857143
2757,1805.924528
2758,1108.0
2759,2031.469388
2760,1836.5
2761,1837.363636
2762,2081.375
2763,1452.0
2764,2208.090909
2765,1382.75
2766,1506.5
2767,1950.90625
2768,2876.0
2769,1832.888889
2770,1774.8125
2771,2994.666667
2772,1773.7
2773,1794.0
2774,2748.333333
2775,1854.2
2776,2294.764706
2777,1090.4
2778,2316.0
2779,1796.6
2780,996.0
2781,2247.333333
2782,1466.307692
2783,1374.046512
2784,2284.133333
2785,2719.842105
2786,899.0
2787,2239.666667
2788,1905.631579
2789,3005.4
2790,1969.0
2791,1308.285714
2792,1373.75
2793,1095.777778
2794,998.0
2795,868.3333333
2796,998.0
2797,1372.666667
2798,2998.0
2799,3071.0
2800,2697.368421
2801,1645.133333
2802,1754.4
2803,1802.774194
2804,1528.807692
2805,1197.0
2806,1462.3625
2807,1746.944444
2808,2336.52
2809,2178.192308
2810,2084.37931
2811,2222.710526
2812,1836.875
2813,2234.4
2814,2972.307692
2815,1741.0
2816,335.0
2817,1986.766667
2818,5000.0
2819,2238.631579
2820,2242.636364
2821,2326.358974
2822,1406.0
2823,2548.833333
2824,3999.0
2825,1384.0
2826,1995.0
2827,1969.0
2828,1634.2
2829,1817.315789
2830,1324.357143
2831,2458.909091
2832,2526.5
2833,1498.0
2834,1642.875
2835,2048.666667
2836,1391.023256
2837,998.0
2838,1593.111111
2839,1536.0
2840,1995.0
2841,1753.0
2842,1597.0
2843,1498.0
2844,6208.0
2845,2050.333333
2846,1298.666667
2847,1817.315789
2848,1599.0
2849,998.0
2850,1908.166667
2851,2127.333333
2852,2778.0
2853,1755.75
2854,2323.9375
2855,2396.4
2856,2362.0
2857,1534.392857
2858,1337.714286
2859,1496.0
2860,1891.7
2861,1363.5
2862,1709.538462
2863,1655.741935
2864,679.0
2865,1324.0
2866,1523.333333
2867,1495.0
2868,2106.5
2869,1541.5
2870,1523.741935
2871,2019.75
2872,1428.4
2873,1183.25
2874,1824.428571
2875,1289.0
2876,2245.6
2877,1938.0
2878,1028.923077
2879,2244.0
2880,1730.0
2881,2117.6
2882,1998.0
2883,1624.769231
2884,1998.0
2885,1405.0
2886,1596.92
2887,1997.142857
2888,1594.0
2889,2349.08
2890,1446.125
2891,2521.092437
2892,1721.5
2893,2967.0
2894,1797.4
2895,1348.285714
2896,1774.778947
2897,2304.97561
2898,850.2727273
2899,2979.0
2900,3295.0
2901,2981.0
2902,1695.0
2903,1997.0
2904,2027.833333
2905,1932.153846
2906,1592.0
2907,160.0
2908,2116.0
2909,2344.0
2910,1764.0
2911,2634.222222
2912,2053.0
2913,1587.222222
2914,1353.363636
2915,1431.333333
2916,2998.0
2917,698.0
2918,1936.6
2919,1545.428571
2920,2734.5
2921,1914.714286
2922,1781.0
2923,1980.634146
2924,1827.8
2925,2309.0
2926,0.0
2927,3498.0
2928,1594.0
2929,1996.684211
2930,1864.8
2931,2315.0
2932,2953.588235
2933,2174.037037
2934,1612.928571
2935,998.0
2936,1696.428571
2937,1984.0
2938,5577.8
2939,2696.5
2940,1622.681818
2941,1833.0
2942,2254.0
2943,1742.6
2944,592.5625
2945,1750.615385
2946,2211.071429
2947,2393.0
2948,2555.285714
2949,1407.333333
2950,3764.333333
2951,2309.340426
2952,3100.333333
2953,2345.1
2954,1696.428571
2955,3199.0
2956,4395.0
2957,2126.8
2958,1344.823529
2959,2328.333333
2960,2588.6
2961,3358.666667
2962,1886.555556
2963,1974.0
2964,1972.8125
2965,1759.190476
2966,3228.0
2967,2755.571429
2968,1336.666667
2969,2614.0
2970,2457.555556
2971,1343.0
2972,2085.055556
2973,1549.8
2974,1775.777778
2975,4123.5
2976,1182.4
2977,1707.125
2978,1497.0
2979,1740.0
2980,2331.333333
2981,1998.0
2982,2378.0
2983,5935.0
2984,2768.511628
2985,2976.333333
2986,1586.0
2987,1817.315789
2988,3071.0
2989,2181.2
2990,2016.777778
2991,1911.75
2992,989.0
2993,3740.0
2994,1325.0
2995,4988.0
2996,5733.0
2997,5341.0
2998,1590.0
2999,4957.0
3000,2129.0
3001,1747.0
3002,3498.0
3003,1574.428571
3004,1298.0
3005,1463.857143
3006,3800.5
3007,2995.0
3008,2367.181818
3009,1977.259259
3010,3586.0
3011,2376.75
3012,2652.375
3013,1998.0
3014,2309.340426
3015,1166.142857
3016,1998.5
3017,1497.169492
3018,1537.406593
3019,1219.653846
3020,1650.205128
3021,1279.695652
3022,1995.777778
3023,1631.5
3024,1408.055556
3025,1623.793103
3026,1196.0
3027,1480.575
3028,1994.0
3029,1698.64
3030,1366.294118
3031,1743.44186
3032,1677.949153
3033,1920.026316
3034,1835.846154
3035,1367.272727
3036,2043.820513
3037,1596.92
3038,1397.8
3039,1847.666667
3040,1933.021739
3041,2283.112903
3042,1723.0
3043,2979.0
3044,2425.428571
3045,2151.647059
3046,2083.523077
3047,1873.261538
3048,2598.818182
3049,1430.75
3050,1711.571429
3051,1292.352941
3052,1791.230769
3053,2261.193548
3054,1205.192982
3055,1683.607843
3056,1855.0
3057,1773.0
3058,1982.756098
3059,1928.714286
3060,1424.666667
3061,1703.153846
3062,1699.119048
3063,1310.0
3064,1364.0
3065,1479.0
3066,1498.0
3067,1242.0
3068,1718.571429
3069,1136.692308
3070,1853.9
3071,1971.163636
3072,1836.5
3073,1518.0
3074,2106.5
3075,1615.333333
3076,1963.666667
3077,2521.092437
3078,2790.454545
3079,1921.46789
3080,1861.833333
3081,1475.0
3082,1998.0
3083,2813.0
3084,935.625
3085,1832.888889
3086,1498.25
3087,1729.333333
3088,1798.0
3089,3041.0
