,Price
1580,110.0985
1581,38.79428571
1582,37.31220238
1583,18.53214286
1584,30.61932203
1585,31.24215385
1586,22.1
1587,39.97375
1588,47.84837037
1589,20.03375
1590,18.1925
1591,20.3776087
1592,26.4498867
1593,15.46
1594,29.942625
1595,20.7206
1596,22.36209302
1597,27.46483636
1598,46.5274
1599,46.06451282
1600,57.92693548
1601,27.23911864
1602,16.20874359
1603,18.64264
1604,31.38814286
1605,22.78208333
1606,12.35588235
1607,26.3525
1608,37.31523077
1609,43.86363077
1610,34.02059211
1611,36.21929825
1612,93.71425
1613,107.4521429
1614,12.32981818
1615,19.00794118
1616,28.60820513
1617,21.70216667
1618,78.07322727
1619,17.182
1620,22.90364865
1621,39.39984314
1622,32.06304348
1623,26.51269565
1624,31.1045119
1625,43.54851613
1626,49.28583333
1627,19.93814035
1628,30.65053846
1629,53.78571429
1630,37.4265
1631,65.56875
1632,37.46857143
1633,107.6705126
1634,39.35238095
1635,82.06090909
1636,24.09525
1637,50.96109091
1638,19.37890909
1639,26.803
1640,32.93965169
1641,42.66935185
1642,19.08518182
1643,35.28132353
1644,29.26025
1645,64.59222222
1646,33.25025
1647,72.79589474
1648,13.63642857
1649,30.99513158
1650,23.322
1651,11.14333333
1652,16.59192308
1653,17.34364706
1654,35.81481651
1655,10.42388889
1656,47.361875
1657,15.20916667
1658,66.58842105
1659,15.14
1660,14.293
1661,113.2693333
1662,38.72769231
1663,34.9090566
1664,30.5976
1665,31.5255
1666,27.4386
1667,32.98557692
1668,25.39952941
1669,77.41666667
1670,17.03876744
1671,30.3775
1672,21.02333333
1673,13.48615385
1674,52.95719388
1675,61.86283333
1676,21.6
1677,137.5695455
1678,19.31857143
1679,26.97346154
1680,22.95871429
1681,22.77681818
1682,45.6995
1683,17.44569231
1684,34.93603125
1685,59.0
1686,11.370625
1687,39.70773684
1688,9.5628
1689,8.17
1690,26.29166667
1691,52.085
1692,9.8628
1693,158.7922667
1694,32.898125
1695,32.33086957
1696,17.22277778
1697,24.84390244
1698,16.011
1699,25.94322222
1700,34.19
1701,13.11525
1702,22.455
1703,83.50125
1704,16.05676923
1705,22.69
1706,85.82946154
1707,13.88308333
1708,13.24516667
1709,36.52419118
1710,25.3433871
1711,17.82333333
1712,76.5922
1713,43.97
1714,43.06842105
1715,44.14181818
1716,43.08
1717,33.798
1718,9.492272727
1719,49.82277778
1720,19.45142857
1721,32.09
1722,37.00904545
1723,145.6466667
1724,36.38445588
1725,64.109625
1726,36.01325
1727,11.389
1728,115.533
1729,47.52333333
1730,20.7195
1731,50.94
1732,37.01736842
1733,20.43008333
1734,29.88478947
1735,51.646
1736,18.76848837
1737,30.236875
1738,7.92
1739,37.52210345
1740,27.13
1741,39.7374
1742,19.9680625
1743,41.38957143
1744,31.195
1745,26.97522727
1746,135.1055
1747,10.83275
1748,30.99
1749,18.513
1750,23.0525
1751,42.74666667
1752,264.675
1753,23.01661538
1754,23.16515789
1755,28.60918919
1756,52.19640625
1757,20.36464286
1758,13.70454545
1759,46.5274
1760,25.2075
1761,31.30566667
1762,36.64326667
1763,32.1815
1764,14.333375
1765,94.098125
1766,26.0
1767,25.17006452
1768,41.59161538
1769,32.723
1770,14.22409091
1771,22.12540909
1772,26.19775
1773,27.09825
1774,32.4898913
1775,62.39565385
1776,78.74625
1777,21.847
1778,20.37
1779,20.27896296
1780,33.12857143
1781,20.6695
1782,7.712
1783,42.2862
1784,13.2053
1785,29.151
1786,108.7471951
1787,18.2955625
1788,12.49833333
1789,18.88233333
1790,18.76285714
1791,32.11766667
1792,20.1241875
1793,39.725
1794,114.8758333
1795,19.71783333
1796,38.7525
1797,59.43242424
1798,41.616
1799,16.4455
1800,106.5488889
1801,158.976
1802,58.46907407
1803,44.30857143
1804,45.59125
1805,45.76307692
1806,30.352
1807,14.7754
1808,23.22409091
1809,116.545
1810,24.674
1811,23.16515789
1812,36.70125
1813,27.78966667
1814,11.74
1815,55.25
1816,25.29875
1817,53.792
1818,25.08266667
1819,22.95383333
1820,33.70615385
1821,17.587
1822,37.44666667
1823,285.247
1824,42.5595
1825,20.9225
1826,55.4225
1827,14.94
1828,18.657
1829,60.9552
1830,17.31241935
1831,29.57028571
1832,60.87
1833,17.31777778
1834,20.74
1835,70.31925
1836,15.16166667
1837,30.86290909
1838,19.895
1839,24.35
1840,26.59125
1841,37.350625
1842,48.09553571
1843,16.29053333
1844,84.60125
1845,30.0062
1846,20.20388889
1847,31.7425
1848,18.84548718
1849,36.90769355
1850,19.055
1851,13.1466
1852,55.2
1853,22.127
1854,43.9745
1855,95.29916667
1856,9.358333333
1857,28.803
1858,18.615
1859,23.245
1860,14.350125
1861,59.4905
1862,53.62733333
1863,40.7645
1864,44.62833333
1865,43.26150943
1866,27.935
1867,76.71
1868,56.15916667
1869,24.84
1870,11.7129
1871,81.295
1872,64.50769231
1873,12.47666667
1874,38.48247059
1875,9.465666667
1876,360.755
1877,35.34
1878,16.67175
1879,20.31264706
1880,273.755
1881,14.4382
1882,134.789
1883,13.191
1884,30.081
1885,30.839
1886,107.6705126
1887,54.2675
1888,55.62
1889,121.77
1890,37.32636
1891,11.745
1892,15.40377778
1893,35.86943902
1894,57.22905851
1895,20.49710714
1896,28.9602
1897,18.16715385
1898,21.91166667
1899,46.60136364
1900,14.76166667
1901,11.28285714
1902,7.863333333
1903,158.823
1904,87.487
1905,57.22905851
1906,125.49625
1907,69.397
1908,38.025
1909,88.77777778
1910,28.96891667
1911,13.382
1912,23.8115
1913,34.10357143
1914,33.495
1915,47.881
1916,18.19842857
1917,53.10142857
1918,35.37645833
1919,17.5296
1920,37.471875
1921,43.89111111
1922,24.612
1923,30.92666667
1924,59.05425
1925,17.42714286
1926,45.78386047
1927,42.93428571
1928,23.585
1929,31.79107143
1930,15.764
1931,78.47722222
1932,88.46428571
1933,16.80266667
1934,646.605
1935,35.29583333
1936,36.35965
1937,175.835
1938,38.79428571
1939,146.2746154
1940,74.609
1941,226.3833333
1942,111.993
1943,35.27
1944,260.287
1945,34.33029412
1946,12.924
1947,20.21333333
1948,110.0985
1949,105.465
1950,35.72526667
1951,28.735
1952,23.16515789
1953,13.44125
1954,107.7
1955,51.6415625
1956,20.35378947
1957,18.53214286
1958,30.61932203
1959,31.24215385
1960,22.1
1961,39.97375
1962,20.03375
1963,47.84837037
1964,20.3776087
1965,26.4498867
1966,18.1925
1967,15.46
1968,29.942625
1969,16.20874359
1970,22.36209302
1971,20.7206
1972,27.46483636
1973,46.06451282
1974,46.5274
1975,18.64264
1976,57.92693548
1977,27.23911864
1978,12.35588235
1979,22.78208333
1980,34.02059211
1981,12.32981818
1982,31.38814286
1983,17.182
1984,43.86363077
1985,28.60820513
1986,37.31523077
1987,93.71425
1988,107.4521429
1989,26.3525
1990,36.21929825
1991,19.00794118
1992,26.51269565
1993,78.07322727
1994,39.39984314
1995,22.90364865
1996,43.54851613
1997,31.1045119
1998,19.93814035
1999,32.06304348
2000,21.70216667
2001,49.28583333
2002,53.78571429
2003,30.65053846
2004,37.46857143
2005,39.35238095
2006,65.56875
2007,107.6705126
2008,26.803
2009,50.96109091
2010,82.06090909
2011,24.09525
2012,37.4265
2013,35.28132353
2014,32.93965169
2015,19.37890909
2016,17.34364706
2017,19.08518182
2018,42.66935185
2019,33.25025
2020,23.322
2021,64.59222222
2022,72.79589474
2023,13.63642857
2024,14.293
2025,35.81481651
2026,29.26025
2027,66.58842105
2028,17.44569231
2029,31.5255
2030,15.14
2031,47.361875
2032,30.5976
2033,30.99513158
2034,30.3775
2035,25.39952941
2036,21.02333333
2037,113.2693333
2038,34.9090566
2039,137.5695455
2040,11.370625
2041,27.4386
2042,52.95719388
2043,77.41666667
2044,11.14333333
2045,38.72769231
2046,61.86283333
2047,17.03876744
2048,10.42388889
2049,59.0
2050,24.84390244
2051,32.98557692
2052,16.59192308
2053,15.20916667
2054,22.77681818
2055,13.11525
2056,17.22277778
2057,45.6995
2058,16.05676923
2059,8.17
2060,32.898125
2061,39.70773684
2062,9.8628
2063,13.48615385
2064,52.085
2065,22.95871429
2066,158.7922667
2067,34.19
2068,13.24516667
2069,20.43008333
2070,22.69
2071,9.5628
2072,21.6
2073,37.00904545
2074,25.94322222
2075,10.83275
2076,36.38445588
2077,13.88308333
2078,22.455
2079,26.97346154
2080,83.50125
2081,20.7195
2082,19.31857143
2083,43.08
2084,11.389
2085,25.3433871
2086,19.45142857
2087,32.09
2088,43.06842105
2089,85.82946154
2090,30.236875
2091,49.82277778
2092,115.533
2093,44.14181818
2094,76.5922
2095,17.82333333
2096,37.01736842
2097,34.93603125
2098,145.6466667
2099,7.92
2100,43.97
2101,50.94
2102,29.88478947
2103,36.01325
2104,37.52210345
2105,39.7374
2106,64.109625
2107,51.646
2108,36.64326667
2109,36.52419118
2110,30.99
2111,20.27896296
2112,135.1055
2113,18.76848837
2114,33.798
2115,27.09825
2116,23.0525
2117,42.74666667
2118,9.492272727
2119,7.712
2120,18.513
2121,31.195
2122,13.70454545
2123,18.2955625
2124,23.16515789
2125,27.13
2126,264.675
2127,47.52333333
2128,25.2075
2129,26.0
2130,23.01661538
2131,32.723
2132,52.19640625
2133,62.39565385
2134,20.36464286
2135,41.38957143
2136,20.1241875
2137,14.333375
2138,20.37
2139,46.5274
2140,25.17006452
2141,41.59161538
2142,26.29166667
2143,29.151
2144,41.616
2145,16.4455
2146,31.30566667
2147,26.19775
2148,94.098125
2149,19.9680625
2150,14.22409091
2151,13.2053
2152,19.71783333
2153,32.11766667
2154,18.88233333
2155,32.33086957
2156,22.12540909
2157,33.12857143
2158,23.16515789
2159,26.97522727
2160,108.7471951
2161,27.78966667
2162,114.8758333
2163,22.95383333
2164,42.2862
2165,20.6695
2166,14.7754
2167,25.08266667
2168,16.29053333
2169,36.70125
2170,17.587
2171,158.976
2172,30.352
2173,23.22409091
2174,30.86290909
2175,39.725
2176,18.76285714
2177,45.59125
2178,45.76307692
2179,17.31241935
2180,12.49833333
2181,53.792
2182,11.74
2183,24.674
2184,116.545
2185,25.29875
2186,58.46907407
2187,32.1815
2188,29.57028571
2189,18.84548718
2190,55.25
2191,106.5488889
2192,15.16166667
2193,285.247
2194,55.4225
2195,20.74
2196,32.4898913
2197,18.657
2198,14.350125
2199,9.358333333
2200,30.0062
2201,60.87
2202,12.47666667
2203,24.35
2204,16.011
2205,22.127
2206,23.245
2207,36.90769355
2208,48.09553571
2209,31.7425
2210,19.895
2211,60.9552
2212,78.74625
2213,37.44666667
2214,70.31925
2215,20.9225
2216,16.67175
2217,14.4382
2218,24.84
2219,19.055
2220,59.43242424
2221,26.59125
2222,37.350625
2223,28.60918919
2224,15.40377778
2225,40.7645
2226,43.9745
2227,14.94
2228,55.2
2229,59.4905
2230,76.71
2231,84.60125
2232,20.49710714
2233,81.295
2234,13.191
2235,20.20388889
2236,11.28285714
2237,107.6705126
2238,37.32636
2239,35.34
2240,38.48247059
2241,11.7129
2242,27.935
2243,44.62833333
2244,95.29916667
2245,7.863333333
2246,18.16715385
2247,56.15916667
2248,28.803
2249,44.30857143
2250,30.081
2251,28.9602
2252,35.86943902
2253,20.31264706
2254,134.789
2255,11.745
2256,33.70615385
2257,53.62733333
2258,14.76166667
2259,273.755
2260,57.22905851
2261,360.755
2262,121.77
2263,46.60136364
2264,42.5595
2265,30.839
2266,23.585
2267,18.19842857
2268,54.2675
2269,38.7525
2270,43.26150943
2271,34.10357143
2272,16.80266667
2273,69.397
2274,158.823
2275,38.025
2276,28.96891667
2277,13.382
2278,17.42714286
2279,21.91166667
2280,30.92666667
2281,17.5296
2282,31.79107143
2283,43.89111111
2284,87.487
2285,88.77777778
2286,23.8115
2287,13.1466
2288,57.22905851
2289,15.764
2290,45.78386047
2291,36.35965
2292,20.35378947
2293,55.62
2294,38.79428571
2295,35.29583333
2296,646.605
2297,12.924
2298,35.37645833
2299,23.16515789
2300,111.993
2301,59.05425
2302,88.46428571
2303,53.10142857
2304,21.407
2305,28.735
2306,74.609
2307,35.27
2308,47.881
2309,110.0985
2310,260.287
2311,34.33029412
2312,8.4656
2313,107.7
2314,78.47722222
2315,51.6415625
2316,175.835
2317,93.42433333
2318,12.25
2319,200.19825
2320,146.2746154
2321,18.53214286
2322,30.61932203
2323,31.24215385
2324,22.1
2325,39.97375
2326,20.03375
2327,47.84837037
2328,20.3776087
2329,26.4498867
2330,18.1925
2331,15.46
2332,16.20874359
2333,29.942625
2334,18.64264
2335,22.36209302
2336,20.7206
2337,12.35588235
2338,27.46483636
2339,46.06451282
2340,27.23911864
2341,46.5274
2342,17.182
2343,57.92693548
2344,34.02059211
2345,22.78208333
2346,12.32981818
2347,28.60820513
2348,107.4521429
2349,93.71425
2350,43.86363077
2351,37.31523077
2352,26.51269565
2353,31.38814286
2354,39.39984314
2355,78.07322727
2356,19.00794118
2357,26.3525
2358,36.21929825
2359,43.54851613
2360,22.90364865
2361,31.1045119
2362,19.93814035
2363,53.78571429
2364,39.35238095
2365,49.28583333
2366,30.65053846
2367,37.46857143
2368,26.803
2369,32.06304348
2370,107.6705126
2371,65.56875
2372,50.96109091
2373,17.34364706
2374,82.06090909
2375,35.28132353
2376,24.09525
2377,14.293
2378,17.44569231
2379,23.322
2380,33.25025
2381,32.93965169
2382,35.81481651
2383,21.70216667
2384,19.37890909
2385,72.79589474
2386,19.08518182
2387,64.59222222
2388,42.66935185
2389,24.84390244
2390,31.5255
2391,13.11525
2392,11.370625
2393,13.63642857
2394,66.58842105
2395,16.05676923
2396,30.5976
2397,30.3775
2398,137.5695455
2399,37.4265
2400,21.02333333
2401,25.39952941
2402,17.22277778
2403,15.14
2404,34.9090566
2405,59.0
2406,20.43008333
2407,47.361875
2408,52.95719388
2409,27.4386
2410,113.2693333
2411,77.41666667
2412,8.17
2413,22.77681818
2414,61.86283333
2415,10.83275
2416,30.99513158
2417,45.6995
2418,32.898125
2419,29.26025
2420,17.03876744
2421,13.24516667
2422,9.8628
2423,10.42388889
2424,34.19
2425,16.59192308
2426,22.69
2427,37.00904545
2428,38.72769231
2429,39.70773684
2430,20.7195
2431,32.98557692
2432,36.38445588
2433,52.085
2434,158.7922667
2435,9.5628
2436,11.14333333
2437,22.95871429
2438,30.236875
2439,43.08
2440,22.455
2441,25.94322222
2442,13.88308333
2443,20.27896296
2444,11.389
2445,15.20916667
2446,83.50125
2447,18.2955625
2448,36.64326667
2449,25.3433871
2450,32.09
2451,27.09825
2452,115.533
2453,37.01736842
2454,19.45142857
2455,7.92
2456,43.06842105
2457,49.82277778
2458,7.712
2459,44.14181818
2460,145.6466667
2461,85.82946154
2462,37.52210345
2463,39.7374
2464,13.48615385
2465,50.94
2466,29.88478947
2467,43.97
2468,30.99
2469,76.5922
2470,51.646
2471,36.01325
2472,20.1241875
2473,62.39565385
2474,23.0525
2475,42.74666667
2476,17.82333333
2477,135.1055
2478,13.70454545
2479,18.76848837
2480,41.616
2481,64.109625
2482,21.6
2483,19.31857143
2484,23.16515789
2485,16.4455
2486,25.2075
2487,18.513
2488,32.723
2489,20.37
2490,264.675
2491,16.29053333
2492,26.0
2493,29.151
2494,31.195
2495,36.52419118
2496,26.97346154
2497,52.19640625
2498,20.36464286
2499,19.71783333
2500,23.01661538
2501,33.798
2502,27.13
2503,30.86290909
2504,27.78966667
2505,23.16515789
2506,32.11766667
2507,9.492272727
2508,26.19775
2509,25.17006452
2510,41.59161538
2511,13.2053
2512,22.95383333
2513,46.5274
2514,14.333375
2515,18.84548718
2516,18.88233333
2517,25.08266667
2518,17.587
2519,94.098125
2520,41.38957143
2521,34.93603125
2522,14.350125
2523,12.47666667
2524,36.70125
2525,17.31241935
2526,14.7754
2527,14.22409091
2528,47.52333333
2529,23.22409091
2530,108.7471951
2531,31.30566667
2532,30.352
2533,53.792
2534,9.358333333
2535,15.40377778
2536,25.29875
2537,11.74
2538,114.8758333
2539,158.976
2540,29.57028571
2541,33.12857143
2542,24.674
2543,14.4382
2544,45.59125
2545,30.0062
2546,39.725
2547,45.76307692
2548,15.16166667
2549,116.545
2550,16.67175
2551,55.25
2552,22.12540909
2553,23.245
2554,24.84
2555,11.28285714
2556,22.127
2557,18.76285714
2558,20.74
2559,19.9680625
2560,20.49710714
2561,58.46907407
2562,31.7425
2563,18.657
2564,7.863333333
2565,36.90769355
2566,55.4225
2567,42.2862
2568,20.6695
2569,24.35
2570,107.6705126
2571,37.32636
2572,285.247
2573,12.49833333
2574,60.87
2575,40.7645
2576,48.09553571
2577,19.055
2578,18.16715385
2579,106.5488889
2580,81.295
2581,59.4905
2582,19.895
2583,43.9745
2584,13.191
2585,76.71
2586,23.585
2587,35.34
2588,28.9602
2589,38.48247059
2590,11.7129
2591,55.2
2592,35.86943902
2593,60.9552
2594,14.76166667
2595,70.31925
2596,16.80266667
2597,27.935
2598,37.44666667
2599,95.29916667
2600,30.081
2601,37.350625
2602,44.62833333
2603,11.745
2604,56.15916667
2605,26.59125
2606,26.97522727
2607,18.19842857
2608,28.803
2609,46.60136364
2610,134.789
2611,57.22905851
2612,84.60125
2613,20.31264706
2614,34.10357143
2615,33.70615385
2616,20.9225
2617,20.20388889
2618,121.77
2619,20.35378947
2620,31.79107143
2621,32.4898913
2622,17.42714286
2623,69.397
2624,273.755
2625,30.92666667
2626,54.2675
2627,53.62733333
2628,360.755
2629,30.839
2630,158.823
2631,36.35965
2632,38.025
2633,13.382
2634,43.89111111
2635,28.96891667
2636,17.5296
2637,32.1815
2638,38.79428571
2639,45.78386047
2640,15.764
2641,21.407
2642,23.16515789
2643,17.91985714
2644,8.4656
2645,23.8115
2646,87.487
2647,12.924
2648,646.605
2649,43.26150943
2650,111.993
2651,35.29583333
2652,57.22905851
2653,88.77777778
2654,28.735
2655,110.0985
2656,32.33086957
2657,12.25
2658,21.91166667
2659,59.43242424
2660,35.27
2661,23.90933333
2662,93.42433333
2663,107.7
2664,28.295
2665,28.379
2666,28.60918919
2667,51.6415625
2668,200.19825
2669,88.46428571
2670,34.33029412
2671,74.609
2672,13.137
2673,260.287
2674,18.53214286
2675,30.61932203
2676,39.97375
2677,31.24215385
2678,22.1
2679,20.03375
2680,20.3776087
2681,47.84837037
2682,16.20874359
2683,26.4498867
2684,18.1925
2685,15.46
2686,29.942625
2687,18.64264
2688,17.182
2689,12.35588235
2690,22.36209302
2691,27.23911864
2692,46.06451282
2693,34.02059211
2694,46.5274
2695,20.7206
2696,27.46483636
2697,12.32981818
2698,57.92693548
2699,28.60820513
2700,22.78208333
2701,26.51269565
2702,107.4521429
2703,93.71425
2704,43.86363077
2705,37.31523077
2706,39.39984314
2707,78.07322727
2708,31.38814286
2709,19.00794118
2710,36.21929825
2711,43.54851613
2712,26.3525
2713,19.93814035
2714,53.78571429
2715,22.90364865
2716,31.1045119
2717,39.35238095
2718,26.803
2719,17.34364706
2720,17.44569231
2721,30.65053846
2722,37.46857143
2723,49.28583333
2724,13.11525
2725,14.293
2726,50.96109091
2727,107.6705126
2728,24.84390244
2729,35.28132353
2730,82.06090909
2731,23.322
2732,16.05676923
2733,65.56875
2734,20.43008333
2735,35.81481651
2736,11.370625
2737,33.25025
2738,24.09525
2739,17.22277778
2740,32.06304348
2741,31.5255
2742,10.83275
2743,32.93965169
2744,72.79589474
2745,137.5695455
2746,30.3775
2747,21.02333333
2748,30.5976
2749,66.58842105
2750,25.39952941
2751,59.0
2752,64.59222222
2753,19.08518182
2754,19.37890909
2755,42.66935185
2756,13.63642857
2757,34.9090566
2758,8.17
2759,52.95719388
2760,18.2955625
2761,22.77681818
2762,32.898125
2763,27.4386
2764,37.00904545
2765,15.14
2766,13.24516667
2767,20.7195
2768,77.41666667
2769,20.27896296
2770,47.361875
2771,113.2693333
2772,22.69
2773,34.19
2774,61.86283333
2775,45.6995
2776,36.38445588
2777,9.8628
2778,30.236875
2779,37.4265
2780,9.5628
2781,27.09825
2782,22.455
2783,17.03876744
2784,36.64326667
2785,39.70773684
2786,7.712
2787,43.08
2788,30.99513158
2789,158.7922667
2790,52.085
2791,11.389
2792,13.88308333
2793,10.42388889
2794,16.59192308
2795,7.92
2796,22.95871429
2797,25.94322222
2798,115.533
2799,83.50125
2800,37.01736842
2801,16.29053333
2802,32.09
2803,25.3433871
2804,32.98557692
2805,19.45142857
2806,29.26025
2807,49.82277778
2808,41.616
2809,38.72769231
2810,37.52210345
2811,43.06842105
2812,20.1241875
2813,39.7374
2814,62.39565385
2815,16.4455
2816,30.99
2817,50.94
2818,145.6466667
2819,29.88478947
2820,44.14181818
2821,18.84548718
2822,23.0525
2823,42.74666667
2824,135.1055
2825,13.70454545
2826,51.646
2827,85.82946154
2828,43.97
2829,23.16515789
2830,20.37
2831,30.86290909
2832,29.151
2833,32.723
2834,14.350125
2835,36.01325
2836,18.76848837
2837,11.14333333
2838,15.40377778
2839,21.70216667
2840,19.71783333
2841,25.2075
2842,26.0
2843,12.47666667
2844,264.675
2845,27.78966667
2846,17.82333333
2847,23.16515789
2848,18.513
2849,15.20916667
2850,22.95383333
2851,25.08266667
2852,64.109625
2853,31.195
2854,52.19640625
2855,76.5922
2856,32.11766667
2857,20.36464286
2858,11.28285714
2859,21.6
2860,14.4382
2861,17.587
2862,23.01661538
2863,17.31241935
2864,13.2053
2865,9.358333333
2866,18.88233333
2867,26.19775
2868,36.52419118
2869,16.67175
2870,25.17006452
2871,36.70125
2872,14.7754
2873,14.333375
2874,20.49710714
2875,7.863333333
2876,30.0062
2877,23.22409091
2878,13.48615385
2879,24.84
2880,53.792
2881,30.352
2882,23.245
2883,41.59161538
2884,25.29875
2885,11.74
2886,46.5274
2887,29.57028571
2888,15.16166667
2889,37.32636
2890,23.585
2891,107.6705126
2892,22.127
2893,94.098125
2894,33.798
2895,19.31857143
2896,27.13
2897,108.7471951
2898,9.492272727
2899,114.8758333
2900,158.976
2901,116.545
2902,20.74
2903,55.25
2904,45.59125
2905,18.16715385
2906,39.725
2907,24.674
2908,31.7425
2909,36.90769355
2910,16.80266667
2911,40.7645
2912,45.76307692
2913,31.30566667
2914,14.22409091
2915,13.191
2916,81.295
2917,24.35
2918,28.9602
2919,41.38957143
2920,59.4905
2921,33.12857143
2922,35.34
2923,35.86943902
2924,19.055
2925,43.9745
2926,76.71
2927,55.4225
2928,14.76166667
2929,20.35378947
2930,11.7129
2931,48.09553571
2932,38.48247059
2933,58.46907407
2934,18.76285714
2935,11.745
2936,18.19842857
2937,60.87
2938,285.247
2939,55.2
2940,22.12540909
2941,27.935
2942,30.081
2943,19.895
2944,19.9680625
2945,33.70615385
2946,31.79107143
2947,46.60136364
2948,34.10357143
2949,18.657
2950,95.29916667
2951,57.22905851
2952,44.62833333
2953,36.35965
2954,17.42714286
2955,56.15916667
2956,134.789
2957,28.803
2958,20.31264706
2959,30.92666667
2960,60.9552
2961,69.397
2962,47.52333333
2963,21.407
2964,37.350625
2965,17.91985714
2966,158.823
2967,38.79428571
2968,12.49833333
2969,38.025
2970,43.89111111
2971,13.382
2972,37.44666667
2973,17.5296
2974,20.20388889
2975,70.31925
2976,8.4656
2977,28.96891667
2978,15.764
2979,42.2862
2980,53.62733333
2981,54.2675
2982,30.839
2983,273.755
2984,45.78386047
2985,106.5488889
2986,20.6695
2987,23.16515789
2988,84.60125
2989,28.379
2990,23.90933333
2991,26.59125
2992,12.924
2993,121.77
2994,12.25
2995,111.993
2996,646.605
2997,360.755
2998,28.735
2999,110.0985
3000,35.29583333
3001,28.295
3002,87.487
3003,35.27
3004,23.8115
3005,10.32442857
3006,107.7
3007,93.42433333
3008,35.25972727
3009,22.35277778
3010,200.19825
3011,51.6415625
3012,38.39725
3013,13.137
3014,57.22905851
3015,18.53214286
3016,39.97375
3017,30.61932203
3018,31.24215385
3019,22.1
3020,16.20874359
3021,20.3776087
3022,47.84837037
3023,20.03375
3024,18.1925
3025,26.4498867
3026,15.46
3027,29.942625
3028,17.182
3029,18.64264
3030,12.35588235
3031,22.36209302
3032,27.23911864
3033,34.02059211
3034,46.06451282
3035,12.32981818
3036,28.60820513
3037,46.5274
3038,20.7206
3039,22.78208333
3040,26.51269565
3041,57.92693548
3042,27.46483636
3043,93.71425
3044,107.4521429
3045,39.39984314
3046,43.86363077
3047,37.31523077
3048,78.07322727
3049,13.11525
3050,31.38814286
3051,19.00794118
3052,17.44569231
3053,43.54851613
3054,19.93814035
3055,17.34364706
3056,53.78571429
3057,20.43008333
3058,24.84390244
3059,39.35238095
3060,36.21929825
3061,16.05676923
3062,31.1045119
3063,26.803
3064,22.90364865
3065,14.293
3066,26.3525
3067,10.83275
3068,37.46857143
3069,30.65053846
3070,23.322
3071,50.96109091
3072,18.2955625
3073,11.370625
3074,35.28132353
